id,customer_id,order_id,type,subject,message,status,priority,created_at,resolved_at
411,4087,,question,,I need to change the shipping address on my recent order. Is that still possible at this point?,resolved,,2024-05-31 07:03:55,2024-06-04 07:03:55
881,2982,,QUESTION,Do you offer price matching?,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,resolved,medium,00/00/0000,2025-06-17 17:14:47
1290,1847,,question,,I'M LOOKING AT A PRODUCT ON YOUR SITE AND WONDERING IF IT'S COMPATIBLE WITH MY CURRENT SETUP. CAN SOMEONE HELP ME VERIFY?,resolved,medium,2025-01-13 09:26:31,3025-01-14 09:26:31
481,896,482,suggestion,Better packaging needed,It would be great if you could add more payment options like cryptocurrency or buy-now-pay-later services. I think a lot of customers would appreciate it.,resolved,low,not available,2024-02-28 06:54:01
854,1240,8723,COMPLAINT,Late d...,I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.,IN_PROGRESS,medium,UNKNOWN,
352,3629,6397,suggestion,Improve mobile app experience,A loyalty rewards program would make me shop here even more often. Points for purchases that can be redeemed for discounts would be amazing.,open,low,2024-09-11 11:10:44,
313,2759,4013,question,How long is the warranty?,"I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?
",resolved,high,2023-11-25 00:39:26,
57,354,7806,,Order arrived damaged,My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.,,high,2025-06-18 02:34:42,2025-06-21 02:34:42
599,4699,8282,praise_typo,Love the product quality,The new website redesign is fantastic. Everything is easy to find and the checkout process is seamless. Great job to the whole team!,open_typo,N/A,2025-06-29 03:18:20,
294,1158,,suggestion,AAdd prooduuct coompaariisoon feeaatuuree,I THINK YOU SHOULD CONSIDER USING MORE SUSTAINABLE PACKAGING MATERIALS. THE AMOUNT OF PLASTIC IN MY LAST SHIPMENT WAS EXCESSIVE.,resolved,low,2024-03-20 21:32:36,2024-03-27 21:32:36
1104,941,9282,complaint,Refund not processed,My order was supposed to arrive last week and the tracking hasn't updated in 5 days. This is extremely disappointing service.,RESOLVED,medium,2025-06-08 02:22:00,2025-06-13 02:22:00
19,1709,2819,complaint,WRONG ITEM RECEIVED,  The product I received looks nothing like the photos on the website. The quality is much lower than advertised. I want a full refund.  	,CLOSED,high,2025-06-19 02:49:58,
256,1386,,complaint,Package was lost,The product I received looks nothing like the photos on the website. The quality is much lower than advertised. I want a full refund.,closed,low,2024-07-19 04:12:34,2024-07-24 04:12:34
902,4975,1001,complaint,Product not as described,The product I received looks nothing like the photos on the website. The quality is much lower than advertised. I want a full refund.,open_typo,high,2024-02-04 12:26:15,
940,1048,,complaint,Charged incorrectly,"My order was supposed to arrive last week and the tracking hasn't updated in 5 days. This is extremely disappointing service.
",open,low,2025-06-19 07:44:16,N/A
1230,2020,,suggestion,Better packaging needed,Your mobile app could really use some improvements. The search function is slow and filtering products is not intuitive.,  resolved  ,low,2023-12-08 20:33:22,2023-12-12 20:33:22
133,4107,6623,not available,,I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.,resolved,medium,2025-06-13 08:17:02,2025-06-19 08:17:02
93,2474,9347,suggestion,Add product com...,It would be great if you could add more payment options like cryptocurrency or buy-now-pay-later services. I think a lot of customers would appreciate it.,resolved,high,2024-03-06 20:13:11,2024-03-08 20:13:11
1363,3100,6370,question,Can I cancel my order?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,closed,LOW,2025-05-15 03:09:17,2025-05-16 03:09:17
610,3944,,suggestion,Improve return process,A loyalty rewards program would make me shop here even more often. Poi...,resolved,LOW,2025-06-26 02:09:18,2025-06-27 02:09:18
1242,356,9149,question,Is this ite...,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,closed,,2023-09-21 09:12:07,2023-09-26 09:12:07
988,2026,,,Where is my tracking number?,,in_progress,low,2025-05-18 12:54:03,
1346,721,4840,suggestion,UNKNOWN,I think you should consider using more sustainable packaging materials. The amount of plastic in my last shipment was excessive.,resolved,medium,2025-06-03 21:04:54,2025-06-10 21:04:54
1181,3528,,complaint,Order arrived damaged,EMPTY,resolved,high,2024-04-19 21:40:30,2024-04-21 21:40:30
995,1955,9463,COMPLAINT,,My order was supposed to arrive last week and the tracking hasn't updated in 5 days. This is extremely disappointing service.,resolved,HIGH,2025-06-03 16:29:28,2025-06-04 16:29:28
1004,2874,1842,question,,  Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?  	,in_progress,UNKNOWN,2025-06-24 14:54:39,
1333,1114,5644,suggestion,Loyalty rewards program,,open,low,2025-06-19 07:23:37,
1383,1754,6210,complaint,Order arrived damaged,The product I received looks nothing like the photos on the website. The quality is much lower than advertised. I want a full refund.,resolved,None,2024-07-08 18:21:20,
132,3125,1525,complaint,Refund not processed,My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.,closed,high,2024-06-07 16:23:25,
1459,3678,2349,,Where is my tracking number?,I need to change the shipping address on my recent order. Is that still possible at this point?,closed,medium,2023-07-19 02:09:13,--
660,895,1279,  complaint  ,Package was lost,,,medium,2023-04-02 03:04:08,2023-04-03 03:04:08
135,3563,1120,TBD,EMPTY,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,RESOLVED,low,2025-06-09 13:12:49,2025-06-15 13:12:49
1112,890,,question,When will my order ship?,II neeeed too chaangee thee shiippiing aaddreess oon my reeceent oordeer. IIs thaat stiill poossiiblee aat thiis pooiint?,open,medium,2025-06-22 23:21:49,
730,314,8348,question,Is this product compatible?,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,closed,low,2025-06-13 07:25:53,2025-06-14 07:25:53
318,1860,,,???,My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.,open,low,2025-06-19 12:10:12,
1067,1146,,null,Can I cancel my order?,None,resolved,High,2025-04-30 18:02:11,2025-05-07 18:02:11
374,1000018,6871,question,Can I cance...,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,open,,,
236,2328,4382,suggestion,Faster shipping options,Your mobile app could really use some improvements. The search function is slow and filtering products is not intuitive.,open,medium,2024-04-12 18:23:22,
986,3108,6910,question,Do you offer price matching?,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,closed,medium,2025-06-25 02:02:02,2025-06-27 02:02:02
1243,2016,2540,complaint,Late delivery,My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.,not available,high,2023-07-08 22:02:14,2023-07-11 22:02:14
526,1129,,praise,Fast shipping - impressed!,Your product selection is the best I've found online. The prices are competitive and the quality is consistently excellent.,resolved,low,2024-07-28 18:23:25,2024-08-04 18:23:25
280,2080,,question,Is this item in stock?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,None,medium,2025-05-25 21:03:11,2025-05-30 21:03:11
113,2662,1331,question,Do you offer price matching?,I need to change the shipping address on my recent order. Is that still possible at this point?,CLOSED,medium,2025-03-12 08:36:59,2025-03-15 08:36:59
530,706,237,,Can I cancel my order?,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status? ,closed,high,2024-03-09 16:28:59,UNKNOWN
252,2957,2566,question,Do you offer price matching?,  I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?  	,resolved,,2025-04-02 23:05:59,2025-04-08 23:05:59
618,2758,,complaint,Refund not processed,My order was supposed to arrive last week and the tracking hasn't updated in 5 days. This is extremely disappointing service.,  closed  ,,2025-06-26 13:56:32,2025-07-03 13:56:32
598,3455,,praise,  Fantastic product selection  	,"Wow, my order arrived in just 2 days! The product was packaged beautifully and works perfectly. This is why I keep coming back.",open,medium,,
201,3091,7628,QUESTION,IIs thiis iiteem iin stoock?,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,resolved,medium,2025-06-03 18:34:35,2025-06-10 18:34:35
633,421,4323,question,,I need to change the shipping address on my recent order. Is that still possible at this point?,resolved,,2025-06-11 17:05:04,UNKNOWN
1279,759,,question,Can I change my shipping address?,  I need to change the shipping address on my recent order. Is that still possible at this point?  	,,,2023-12-20 17:37:45,3023-12-23 17:37:45
276,456,8661,complaint,Missing items...,I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.,resolved,high,2023-01-10 09:36:02,2023-01-15 09:36:02
100,4357,2600,PRAISE,Excellent packaging,,open,low,2025-03-04 10:35:30,
769,4553,7481,praise,Amazing customer support!,Your product selection is the best I've found online. The prices are competitive and the quality is consistently excellent.,resolved,low,2025-04-08 19:10:23,2025-04-14 19:10:23
663,1542,,complaint,Defective product received,My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.,resolved,high,2025-01-01 03:06:28,2025-01-07 03:06:28
1239,2962,,question,,I'm looking at a product on your site and wondering if it's ...,resolved,medium,2024-06-06 22:39:10,2024-06-13 22:39:10
1481,3409,7761,  complaint  ,Order arrived damaged,,RESOLVED,low,2024-10-21 22:04:28,#N/A
1413,1436,,suggestion,,Your mobile app could really use some improvements. The search function is slow and filtering products is not intuitive.,,high,2025-06-27 18:31:09,2025-06-30 18:31:09
1201,1604,,QUESTION,Can I change my shipping address?,I need to change the shipping address on my recent order. Is that still possible at this point?,resolved,high,2025-06-08 02:28:16,2025-06-11 02:28:16
245,4637,3980,complaint,Defective product received,I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.,EMPTY,hgh,2025-06-13 22:15:19,2025-06-14 22:15:19
